2025-07-10 17:14:04,845 INFO  Meta_Master_Code - 9-The downloads Count is -10000
2025-07-10 17:14:04,865 INFO  Meta_Master_Code - Parsed rating: 4.4
2025-07-10 17:14:04,891 INFO  Meta_Master_Code - Data written successfully: https://play.google.com/store/apps/details?id=com.storage.junk.sparkclean.new
2025-07-10 17:14:04,920 INFO  Meta_Master_Code - Duplicate entry in the Mastersheet
2025-07-10 17:14:04,943 INFO  Meta_Master_Code - The rating is less than 4.5
2025-07-10 17:14:04,943 INFO  Meta_Master_Code - 9 - link in written
2025-07-10 17:14:06,266 INFO  Meta_Master_Code - 10-The downloads Count is -500000
2025-07-10 17:14:06,291 INFO  Meta_Master_Code - Parsed rating: 3.8
2025-07-10 17:14:06,322 INFO  Meta_Master_Code - Data written successfully: https://play.google.com/store/apps/details?id=com.funnyapp4u.healthy.bloodpressure
2025-07-10 17:14:06,349 INFO  Meta_Master_Code - Duplicate entry in the Mastersheet
2025-07-10 17:14:06,370 INFO  Meta_Master_Code - The rating is less than 4.5
2025-07-10 17:14:06,371 INFO  Meta_Master_Code - 10 - link in written
2025-07-10 17:14:07,893 INFO  Meta_Master_Code - 11-The downloads Count is -1000000
2025-07-10 17:14:07,893 INFO  Meta_Master_Code - 11 - The Downloads is more than 1M
2025-07-10 17:14:09,150 INFO  Meta_Master_Code - 12-The downloads Count is -100000
2025-07-10 17:14:09,165 INFO  Meta_Master_Code - 12No Rating is Given
2025-07-10 17:14:09,190 INFO  Meta_Master_Code - Data written successfully: https://play.google.com/store/apps/details?id=com.gzqd.goddess
2025-07-10 17:14:09,210 INFO  Meta_Master_Code - Data Written in Mastersheet - https://play.google.com/store/apps/details?id=com.gzqd.goddess
2025-07-10 17:14:09,235 INFO  Meta_Master_Code - Data written at row index: 2
2025-07-10 17:14:09,253 INFO  Meta_Master_Code - 12 - link in written
2025-07-10 17:14:10,627 INFO  Meta_Master_Code - 13-The downloads Count is -50000
2025-07-10 17:14:10,640 INFO  Meta_Master_Code - 13No Rating is Given
2025-07-10 17:14:10,667 INFO  Meta_Master_Code - Data written successfully: https://play.google.com/store/apps/details?id=com.flashlight.strobelight.soslight
2025-07-10 17:14:10,702 INFO  Meta_Master_Code - Data Written in Mastersheet - https://play.google.com/store/apps/details?id=com.flashlight.strobelight.soslight
2025-07-10 17:14:10,729 INFO  Meta_Master_Code - Data written at row index: 3
2025-07-10 17:14:10,760 INFO  Meta_Master_Code - 13 - link in written
2025-07-10 17:14:11,845 INFO  Meta_Master_Code - 14-The downloads Count is -50000
2025-07-10 17:14:11,856 INFO  Meta_Master_Code - 14No Rating is Given
2025-07-10 17:14:11,876 INFO  Meta_Master_Code - Duplicate entry skipped: https://play.google.com/store/apps/details?id=com.flashlight.strobelight.soslight
2025-07-10 17:14:11,904 INFO  Meta_Master_Code - Duplicate entry in the Mastersheet
2025-07-10 17:14:11,924 INFO  Meta_Master_Code - 14 - link in written
2025-07-10 17:14:13,248 INFO  Meta_Master_Code - 15-The downloads Count is -5000
2025-07-10 17:14:13,260 INFO  Meta_Master_Code - 15No Rating is Given
2025-07-10 17:14:13,288 INFO  Meta_Master_Code - Data written successfully: https://play.google.com/store/apps/details?id=com.reelvideo.videodownloader
2025-07-10 17:14:13,311 INFO  Meta_Master_Code - Data Written in Mastersheet - https://play.google.com/store/apps/details?id=com.reelvideo.videodownloader
2025-07-10 17:14:13,338 INFO  Meta_Master_Code - Data written at row index: 4
2025-07-10 17:14:13,356 INFO  Meta_Master_Code - 15 - link in written
2025-07-10 17:14:13,372 INFO  Meta_Master_Code - Excel file has sheets, not deleted.
2025-07-10 17:14:13,381 INFO  Meta_Master_Code - Total filtered Link count: 5
